#CODE                                          ;SED+EMF ;EMF;SWMH;OTHER;SED;VANILLA
Germania                                       ;Germania;Germania;;;;
EVTDESC_emf_heresy_1917_count                  ;        ;The dazed and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. As [From.GetTitledFirstNameNoRegnal] watches, the court imam makes a declaration: 'This sinner has grievously offended Allah, and persisted in their error even when confronted with the truth. For such a sinner, there is nothing but death.' With those words, [Root.GetTitledFirstNameNoRegnal]'s fate is sealed.;The dazed and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. As [From.GetTitledFirstNameNoRegnal] watches, the court imam makes a declaration: 'This sinner has grievously offended Allah, and persisted in their error even when confronted with the truth. For such a sinner, there is nothing but death.' With those words, [Root.GetTitledFirstNameNoRegnal]'s fate is sealed.;;The dazed and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]’s central square, before a screaming crowd. As [From.GetTitledFirstNameNoRegnal] watches, the court imam makes a declaration: “This sinner has grievously offended Allah, and persisted in their error even when confronted with the truth. For such a sinner, there is nothing but death.” With those words, [Root.GetTitledFirstNameNoRegnal]’s fate is sealed.;
EVTOPTA_emf_heresy_1917_count                  ;        ;Allah may show you mercy, but I shall not;Allah may show you mercy, but I shall not;;Allah may show you mercy, but I shall not;
EVTDESC_emf_heresy_1917_generic                ;        ;The dazed and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] is not even present to witness the execution, but [From.GetHerHis] court imam makes a declaration: 'This sinner has grievously offended Allah, and persisted in their error even when confronted with the truth. For such a sinner, there is nothing but death.' With those words, [Root.GetTitledFirstNameNoRegnal]'s fate is sealed.;The dazed and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]'s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] is not even present to witness the execution, but [From.GetHerHis] court imam makes a declaration: 'This sinner has grievously offended Allah, and persisted in their error even when confronted with the truth. For such a sinner, there is nothing but death.' With those words, [Root.GetTitledFirstNameNoRegnal]'s fate is sealed.;;The dazed and blindfolded [Root.GetTitledName] is dragged from the dungeons into [From.Capital.GetName]’s central square, before a screaming crowd. [From.GetTitledFirstNameNoRegnal] is not even present to witness the execution, but [From.GetHerHis] court imam makes a declaration: “This sinner has grievously offended Allah, and persisted in their error even when confronted with the truth. For such a sinner, there is nothing but death.” With those words, [Root.GetTitledFirstNameNoRegnal]’s fate is sealed.;
EVTOPTA_emf_heresy_1917_generic                ;        ;Allah may show you mercy, but I shall not;Allah may show you mercy, but I shall not;;Allah may show you mercy, but I shall not;
EVTOPTB_emf_heresy_1917                        ;        ;A terrible way to die!;A terrible way to die!;;A terrible way to die!;
EVTOPTC_emf_heresy_1917                        ;        ;Alas, poor [Root.GetTitledFirstNameNoRegnal]!;Alas, poor [Root.GetTitledFirstNameNoRegnal]!;;Alas, poor [Root.GetTitledFirstNameNoRegnal]!;
EVTOPTD_emf_heresy_1917                        ;        ;Such is as Allah commands;Such is as Allah commands;;Such is as Allah commands;
EVTDESC_emf_heresy_1920                        ;        ;To prove you are free from the sin of gluttony, you have decided you shall publicly fast for ten days in repentance, while praying for the intercession of Allah.;To prove you are free from the sin of gluttony, you have decided you shall publicly fast for ten days in repentance, while praying for the intercession of Allah.;;To prove you are free from the sin of gluttony, you have decided you shall publicly fast for ten days in repentance, while praying for the intercession of Allah.;
EVTOPTA_emf_heresy_1920                        ;        ;Hunger is a demon to be defeated;Hunger is a demon to be defeated;;Hunger is a demon to be defeated;
EVTDESC_emf_heresy_1921                        ;        ;It is done. Your fast is over, and while it has left you weak, you have demonstrated your piety and a new appreciation for temperance.;It is done. Your fast is over, and while it has left you weak, you have demonstrated your piety and a new appreciation for temperance.;;It is done. Your fast is over, and while it has left you weak, you have demonstrated your piety and a new appreciation for temperance.;
EVTOPTA_emf_heresy_1921                        ;        ;Everything in moderation;Everything in moderation;;Everything in moderation;
EVTDESC_emf_heresy_1922                        ;        ;Charity is one of the most important virtues of Islam. To prove your charitable nature, you go among the poor and distribute a great deal of your wealth, and then pray with the lowest of the low.;Charity is one of the most important virtues of Islam. To prove your charitable nature, you go among the poor and distribute a great deal of your wealth, and then pray with the lowest of the low.;;Charity is one of the most important virtues of Islam. To prove your charitable nature, you go among the poor and distribute a great deal of your wealth, and then pray with the lowest of the low.;
EVTOPTA_emf_heresy_1922                        ;        ;Wealth is a curse;Wealth is a curse;;Wealth is a curse;
EVTDESC_emf_heresy_1923                        ;        ;It is the responsibility of every Kharijite to spread the faith with determination and ardor. To prove your dedication, you will spend your days memorizing the Holy Qur'an until you can repeat it for the imams, no matter how stressful it might be.;It is the responsibility of every Kharijite to spread the faith with determination and ardor. To prove your dedication, you will spend your days memorizing the Holy Qur'an until you can repeat it for the imams, no matter how stressful it might be.;;It is the responsibility of every Kharijite to spread the faith with determination and ardor. To prove your dedication, you will spend your days memorizing the Holy Quran until you can repeat it for the imams, no matter how stressful it might be.;
EVTOPTA_emf_heresy_1923                        ;        ;It was difficult, but I did it;It was difficult, but I did it;;It was difficult, but I did it;
EVTDESC_emf_heresy_1924                        ;        ;A Kharijite must strictly obey Sharia law as written in the Holy Qur'an, and not deviate from it. To prove your dedication, you place the decisions of your court in the hands of the Grand Muffi, and listen intently as his pronouncements are made.;A Kharijite must strictly obey Sharia law as written in the Holy Qur'an, and not deviate from it. To prove your dedication, you place the decisions of your court in the hands of the Grand Muffi, and listen intently as his pronouncements are made.;;A Kharijite must strictly obey Sharia law as written in the Holy Quran and not deviate from it. To prove your dedication, you place the decisions of your court in the hands of the Grand Mufti, and listen intently as his pronouncements are made.;
EVTOPTA_emf_heresy_1924                        ;        ;It was a burden, anyway;It was a burden, anyway;;It was a burden, anyway;
EVTDESC_emf_heresy_1925                        ;        ;Every Muslim must put his full faith in the Holy Qur'an, and never doubt or question it. Thus you redouble your efforts to publicly prove your faith, attending services at the mosques with renewed ardor.;Every Muslim must put his full faith in the Holy Qur'an, and never doubt or question it. Thus you redouble your efforts to publicly prove your faith, attending services at the mosques with renewed ardor.;;Every Muslim must put his full faith in the Holy Quran, and never doubt or question it. Thus you redouble your efforts to publicly prove your faith, attending services at the mosques with renewed ardor.;
EVTOPTA_emf_heresy_1925                        ;        ;But do I truly believe the words I speak?;But do I truly believe the words I speak?;;But do I truly believe the words I speak?;
EVTOPTB_emf_heresy_1925                        ;        ;I will repeat the words, but I do not truly believe them;I will repeat the words, but I do not truly believe them;;I will repeat the words, but I do not truly believe them;
EVTDESC_emf_heresy_1926                        ;        ;Your addiction to drink is a curse, and to overcome it your redouble your efforts in every other facet of your life until you think of it no more. You publicly debase yourself before Allah and commit public penance, to prove that you are no longer the [Root.GetManWoman] they believe you to be.;Your addiction to drink is a curse, and to overcome it your redouble your efforts in every other facet of your life until you think of it no more. You publicly debase yourself before Allah and commit public penance, to prove that you are no longer the [Root.GetManWoman] they believe you to be.;;Your addiction to drink is a curse, and to overcome it your redouble your efforts in every other facet of your life until you think of it no more. You publicly debase yourself before Allah and commit public penance, to prove that you are no longer the [Root.GetManWoman] they believe you to be.;
EVTOPTA_emf_heresy_1926                        ;        ;Forgive me!;Forgive me!;;Forgive me!;
EVTDESC_emf_heresy_1927                        ;        ;Your immoral lifestyle flies in the face of the Prophet's commandments, and so you eschew all personal desires and instead rededicate yourself to every other facet of your life. You publicly debase yourself before Allah and commit public penance, to prove that you are no longer the [Root.GetManWoman] they believe you to be.;Your immoral lifestyle flies in the face of the Prophet's commandments, and so you eschew all personal desires and instead rededicate yourself to every other facet of your life. You publicly debase yourself before Allah and commit public penance, to prove that you are no longer the [Root.GetManWoman] they believe you to be.;;Your immoral lifestyle flies in the face of the Prophet’s commandments, and so you eschew all personal desires and instead rededicate yourself to every other facet of your life. You publicly debase yourself before Allah and commit public penance, to prove that you are no longer the [Root.GetManWoman] they believe you to be.;
EVTDESC_emf_heresy_1928                        ;        ;Decadence is the bane of a Muslim's existence, and you have allowed yourself to wallow in your personal worth for too long. Now you rededicate yourself to every other facet of your life, publicly debasing yourself before Allah and committing public penance, to prove you are no longer the [Root.GetManWoman] they believe you to be.;Decadence is the bane of a Muslim's existence, and you have allowed yourself to wallow in your personal worth for too long. Now you rededicate yourself to every other facet of your life, publicly debasing yourself before Allah and committing public penance, to prove you are no longer the [Root.GetManWoman] they believe you to be.;;Decadence is the bane of a Muslim’s existence, and you have allowed yourself to wallow in your personal worth for too long. Now you rededicate yourself to every other facet of your life, publicly debasing yourself before Allah and committing public penance, to prove you are no longer the [Root.GetManWoman] they believe you to be.;
