#CODE                                                       ;SED+EMF ;EMF;SWMH;OTHER;SED;VANILLA
Germania                                                    ;Germania;Germania;;;;
imperial_king_title_ruler_consort_aragonese                 ;King    ;Rei;;;;
imperial_king_title_ruler_consort_female_aragonese          ;Queen   ;Reina;;;;
imperial_emperor_aragonese                                  ;Emperor ;Emperador;;;;
imperial_emperor_female_aragonese                           ;Empress ;Emperadriz;;;;
imperial_emperor_title_ruler_consort_female_aragonese       ;Empress ;Emperadriz;;;;
imperial_title_prince_aragonese                             ;        ;Infante;;;;
imperial_title_prince_female_aragonese                      ;        ;Infanta;;;;
imperial_barony_of_aragonese                                ;Lordship of;Sinyoría de;;;;
imperial_county_of_aragonese                                ;County of;Condato de;;;;
imperial_duchy_of_aragonese                                 ;Duchy of;Ducato de;;;;
imperial_kingdom_of_aragonese                               ;Kingdom of;Reino de;;;;
imperial_empire_of_aragonese                                ;Empire of;Imperio de;;;;
imperial_barony_aragonese                                   ;Lordship;Sinyoría;;;;
imperial_county_aragonese                                   ;County  ;Condato;;;;
imperial_duchy_aragonese                                    ;Duchy   ;Ducato;;;;
imperial_kingdom_aragonese                                  ;Kingdom ;Reino;;;;
imperial_empire_aragonese                                   ;Empire  ;Imperio;;;;
imperial_baron_leonese                                      ;        ;Don;;;;
imperial_baron_female_leonese                               ;        ;Doña;;;;
imperial_baron_title_ruler_consort_leonese                  ;        ;Don;;;;
imperial_baron_title_ruler_consort_female_leonese           ;        ;Doña;;;;
imperial_count_leonese                                      ;Count   ;Conde;;;;
imperial_count_female_leonese                               ;Countess;Condesa;;;;
imperial_count_title_ruler_consort_leonese                  ;Count   ;Conde;;;;
imperial_count_title_ruler_consort_female_leonese           ;Countess;Condesa;;;;
imperial_duke_leonese                                       ;Duke    ;Duque;;;;
imperial_duke_female_leonese                                ;Duchess ;Duquesa;;;;
imperial_duke_title_ruler_consort_leonese                   ;Duke    ;Duque;;;;
imperial_duke_title_ruler_consort_female_leonese            ;Duchess ;Duquesa;;;;
imperial_king_leonese                                       ;King    ;Rey;;;;
imperial_king_female_leonese                                ;Queen   ;Reina;;;;
imperial_king_title_ruler_consort_leonese                   ;King    ;Rey;;;;
imperial_king_title_ruler_consort_female_leonese            ;Queen   ;Reina;;;;
imperial_emperor_leonese                                    ;Emperor ;Emperador;;;;
imperial_emperor_female_leonese                             ;Empress ;Emperatriz;;;;
imperial_emperor_title_ruler_consort_female_leonese         ;Empress ;Emperatriz;;;;
imperial_title_prince_leonese                               ;        ;Infante;;;;
imperial_title_prince_female_leonese                        ;        ;Infanta;;;;
imperial_barony_of_leonese                                  ;Lordship of;Señorío de;;;;
imperial_county_of_leonese                                  ;County of;Condado de;;;;
imperial_duchy_of_leonese                                   ;Duchy of;Ducado de;;;;
imperial_kingdom_of_leonese                                 ;Kingdom of;Reino de;;;;
imperial_empire_of_leonese                                  ;Empire of;Imperio de;;;;
imperial_barony_leonese                                     ;Lordship;Señorío;;;;
imperial_county_leonese                                     ;County  ;Condado;;;;
imperial_duchy_leonese                                      ;Duchy   ;Ducado;;;;
imperial_kingdom_leonese                                    ;Kingdom ;Reino;;;;
imperial_empire_leonese                                     ;Empire  ;Imperio;;;;
imperial_baron_romanian                                     ;Boyar   ;Boier;;;;
imperial_barony_of_romanian                                 ;Boierie of;Boier al;;;;
imperial_count_romanian                                     ;        ;Ban;;;;
imperial_count_female_romanian                              ;        ;Ban;;;;
imperial_county_of_romanian                                 ;Country of;Tara de;;;;
imperial_duke_romanian                                      ;Great Ban;Mare Ban;;;;
imperial_duke_female_romanian                               ;Great Ban;Mare Ban;;;;
imperial_king_romanian                                      ;        ;Domnitor;;;;
imperial_emperor_romanian                                   ;Emperor ;Imparat;;;;
imperial_duke_west_african_pagan                            ;        ;Maghan;;;;
imperial_duke_female_west_african_pagan                     ;Maghan  ;Manga;;;;
imperial_count_west_african_pagan                           ;        ;Farin;;;;
imperial_count_female_west_african_pagan                    ;        ;Farina;;;;
imperial_baron_west_african_pagan                           ;        ;Kafi;;;;
imperial_baron_female_west_african_pagan                    ;        ;Kafuna;;;;
imperial_baron_soninke                                      ;        ;Kafi;;;;
imperial_baron_female_soninke                               ;        ;Kafuna;;;;
imperial_baron_title_ruler_consort_soninke                  ;        ;Kafi;;;;
imperial_baron_title_ruler_consort_female_soninke           ;        ;Kafuna;;;;
imperial_count_soninke                                      ;        ;Farin;;;;
imperial_count_female_soninke                               ;        ;Farina;;;;
imperial_count_title_ruler_consort_soninke                  ;        ;Farin;;;;
imperial_count_title_ruler_consort_female_soninke           ;        ;Farina;;;;
imperial_duke_soninke                                       ;        ;Maghan;;;;
imperial_duke_female_soninke                                ;Maghan  ;Manga;;;;
imperial_duke_title_ruler_consort_soninke                   ;        ;Maghan;;;;
imperial_duke_title_ruler_consort_female_soninke            ;Maghan  ;Manga;;;;
imperial_king_soninke                                       ;King    ;Ghana;;;;
imperial_king_female_soninke                                ;Queen   ;Ghanina;;;;
imperial_king_title_ruler_consort_soninke                   ;King    ;Ghana;;;;
imperial_king_title_ruler_consort_female_soninke            ;Queen   ;Ghanina;;;;
imperial_emperor_soninke                                    ;        ;Mansa;;;;
imperial_emperor_female_soninke                             ;Mansa   ;Mansina;;;;
imperial_emperor_title_ruler_consort_female_soninke         ;Mansa   ;Mansina;;;;
imperial_title_prince_soninke                               ;        ;Maghan;;;;
imperial_title_prince_female_soninke                        ;Maghan  ;Manga;;;;
imperial_barony_of_soninke                                  ;        ;Kafu of;;;;
imperial_county_of_soninke                                  ;        ;Farinate of;;;;
imperial_duchy_of_soninke                                   ;        ;Maghanate of;;;;
imperial_kingdom_of_soninke                                 ;Kingdom of;Ghanate of;;;;
imperial_empire_of_soninke                                  ;        ;Empire of;;;;
imperial_baron_sanhaja                                      ;        ;Wâli;;;;
imperial_count_sanhaja                                      ;        ;Sheikh;;;;
imperial_count_female_sanhaja                               ;        ;Shaykhah;;;;
imperial_barony_of_sanhaja                                  ;        ;Wilayah of;;;;
imperial_county_of_sanhaja                                  ;        ;Sheikhdom of;;;;
imperial_duchy_of_sanhaja                                   ;        ;Emirate of;;;;
imperial_kingdom_of_sanhaja                                 ;        ;Sultanate of;;;;
imperial_duke_sanhaja                                       ;        ;Emir;;;;
imperial_duke_female_sanhaja                                ;        ;Emira;;;;
imperial_king_sanhaja                                       ;        ;Sultan;;;;
imperial_king_female_sanhaja                                ;        ;Sultana;;;;
imperial_duchy_sanhaja                                      ;        ;Emirate;;;;
imperial_kingdom_sanhaja                                    ;        ;Sultanate;;;;
imperial_empire_sanhaja                                     ;        ;Caliphate;;;;
imperial_county_sanhaja                                     ;        ;Sheikhdom;;;;
imperial_baron_masmuda                                      ;        ;Wâli;;;;
imperial_count_masmuda                                      ;        ;Sheikh;;;;
imperial_count_female_masmuda                               ;        ;Shaykhah;;;;
imperial_barony_of_masmuda                                  ;        ;Wilayah of;;;;
imperial_county_of_masmuda                                  ;        ;Sheikhdom of;;;;
imperial_duchy_of_masmuda                                   ;        ;Emirate of;;;;
imperial_kingdom_of_masmuda                                 ;        ;Sultanate of;;;;
imperial_duke_masmuda                                       ;        ;Emir;;;;
imperial_duke_female_masmuda                                ;        ;Emira;;;;
imperial_king_masmuda                                       ;        ;Sultan;;;;
imperial_king_female_masmuda                                ;        ;Sultana;;;;
imperial_duchy_masmuda                                      ;        ;Emirate;;;;
imperial_kingdom_masmuda                                    ;        ;Sultanate;;;;
imperial_empire_masmuda                                     ;        ;Caliphate;;;;
imperial_county_masmuda                                     ;        ;Sheikhdom;;;;
imperial_baron_zanata                                       ;        ;Wâli;;;;
imperial_count_zanata                                       ;        ;Sheikh;;;;
imperial_count_female_zanata                                ;        ;Shaykhah;;;;
imperial_barony_of_zanata                                   ;        ;Wilayah of;;;;
imperial_county_of_zanata                                   ;        ;Sheikhdom of;;;;
imperial_duchy_of_zanata                                    ;        ;Emirate of;;;;
