#ID       ;SED+ARKO;SED;ARKO;OTHER;CULTURE;CHARACTERS
#00_dynasties.txt;;;;;;
7140      ;        ;;von Osterna;von Osterna;german;30408
7141      ;        ;;von Sangershausen;von Sangershausen;german;20232|20236|30409
7142      ;        ;;von Heldrungen;von Heldrungen;german;30410
7143      ;        ;;von Schwanden;von Schwanden;german;30411
7144      ;        ;;von Feuchtwangen;von Feuchtwangen;german;30412|30414
7145      ;        ;;von Trier;von Trier;german;30415
7146      ;        ;;von Orseln;von Orseln;german;30416
7147      ;        ;;von Buxthoeven;von Buxthoeven;german;30421|30429|30435|30438
7148      ;        ;;von Nauen;von Nauen;german;30422
7149      ;        ;;Suerbeer;Suerbeer;german;30423
7150      ;        ;;von Lunen;von Lunen;german;30424
7151      ;        ;;von Vechta;von Vechta;german;30425
7152      ;        ;;de Fontiès;de Fontiès;occitan;30427
7153      ;        ;;Pernstein;Pernstein;german;30428
7154      ;        ;;von Schwerin;von Schwerin;german;30426|451962|451974|33265|33266|33267|33268|33269|33270|33271|33276|33277|33278|33279|33287|33288|33289|33290
7155      ;        ;;von Dorpat;von Dorpat;german;30430|30432|30434
7156      ;        ;;von Haselthorpe;von Haseldorf;german;30431
7157      ;        ;;von Vyshusen;von Vyshusen;german;30433
7158      ;        ;;von Dolen;von Dolen;german;30445
7159      ;        ;;von Ösel;von Ösel;german;30437|30439|30440|30441|30442
7160      ;        ;;Powal;Powal;polish;221761
7161      ;        ;;z Liubic;z Liubic;pommeranian;
7162      ;        ;;z Pomorza;z Pomorza;pommeranian;221701|30522|30523|30524
7163      ;        ;;Swienca;Swienca;pommeranian;30537|30538|30539|30540|30541|30542|30543|30544
7164      ;        ;;von Friesack;von Friesack;german;30548
7165      ;        ;;von Henneberg;von Henneberg;german;144542|144543|30603
7166      ;        ;;von Hildesheim;von Hildesheim;german;30670
7167      ;        ;;von Lechsgemünd;von Lechsgmünd;german;
7168      ;        ;;van Cuijk;van Cuijck;dutch;30673
7169      ;        ;;van Bierum;van Bierum;dutch;30674
7170      ;        ;;van Rhenen;van Rhenen;dutch;30676
7171      ;        ;;van Are;van Are;dutch;30677
7172      ;        ;;van Randerath;van Randerath;dutch;30679
7173      ;        ;;von Ziegenhain;von Ziegenhain;german;212371
7174      ;        ;;van Sierck;van Sierck;dutch;30686|30688
7175      ;        ;;van Berthout;van Berthout;dutch;1000140000|1000140001|1000140002|1000140003|1000140004|1000140005|1000140006|1000140007|1000140008|1000140009|1000140010|1000140011|1000140012|1000140013|1000140014|1000140015|30687|33221
7176      ;        ;;van Oudshoorn;van Oudshoorn;dutch;30689
7177      ;        ;;van Diest;van Diest;dutch;
7178      ;        ;;von Comburg;von Komburg;german;30807|30808
7180      ;        ;;von Stahleck;von Stahleck;german;7597|7598|7599
7181      ;        ;;di Poli;di Poli;italian;30816
7182      ;        ;;Ridel;Ridel;norman;1000167000|1000167001|1000167002|30850
7183      ;        ;;di Sorrento;di Sorrento;italian;30851
7184      ;        ;;di Capua;di Capua;italian;30854|73317|73318|73321|73323|73324|73325|73326|73327|73328|73329|73330|73331|73332|73333|73334|73336|73337|73338|73339|73340|73341|73342|73343|73344|73345|73354|73355|2012|163072|163073|163074|163075|163076|145206|163077|163078|163079|168496|190332|200367|200368|200369|200370|200371|200372|200373|200374|200375|200376|200377|200378|200379|200380|200381|200382|200383|200384|200385|200386|200387|200388|200389|200390|200391|200392|200393|200394
7185      ;        ;;d'Amalfi;d'Amalfi;italian;1117
7186      ;        ;;di Molise;di Molise;italian;30863
7187      ;        ;;Mansel;Mansel;norman;223753
7188      ;        ;;di Brindisi;di Brindisi;italian;211531|211532|31402|31445
7189      ;        ;;Brictone;Brictone;italian;30882
7190      ;        ;;di Catanzaro;di Catanzaro;italian;30895|30896|30897|32546|32584
7191      ;        ;;di Loritello;di Loritello;italian;30898
7192      ;        ;;de Bassonville;de Bassonville;norman;30899|30900|30901
7193      ;        ;;de Bresse;de Saone;frankish;231014
7194      ;        ;;de Saint-Omer;de Saint-Omer;frankish;144162|30930|31351|31352|31353|31354|31355|31356|31357|31358|31359|31360|31362|31363|31364|31365|31366|31400|31367|31368|31369|31373|31374|31375|31398
7195      ;        ;;von Dinslaken;von Dinslaken;german;30972
7196      ;        ;;Ledur;Ledur;frankish;31015
7197      ;        ;;van Voorne;van Voorne;dutch;31040|31041|31042|31043|31044|31045|31046|31047|31048|31049|31050|31051
7198      ;        ;;Reginar;Reginar;dutch;10066|106600|106602|106604|106605|106642|206850|206851|206852|206853|206854|206855|206857|30950|41025|41726|41727|41728|462941|94014|94017|94018|94019|33188|33190|33191|33210|106556|7473|106557|455408|487046|487048|487050|487051|487052|487053|487054|487055|487056|487057|487058|106640|455530|487012|487040|487042|487044|7810|7811|7812|7813|7815|7998|455932|129001|33388|144993|144994|144995|144996|163046|161296|161295|161535|423|462003|462620|33391|33392|33393|33394|33395|33396|33397|33398|33399|33400|33401|33402|33403|33404|33456|33501|33502|33503
7199      ;        ;;de Guise;de Guise;frankish;31114
7200      ;        ;;van Naaldwijk;van Naaldwijk;dutch;31123
7201      ;        ;;de Crysoing;de Crysoing;frankish;31124
7202      ;        ;;Mytzes;Mytzes;bulgarian;31185
7203      ;        ;;Tikh;Tikh;bulgarian;31186|31187|31188|31189
7204      ;        ;;Bardovka;Bardovka;bulgarian;31192
7205      ;        ;;Sliven;Sliven;bulgarian;31196|31197|31198|31199|31200|467540|467541|467542
7206      ;        ;;Desllor;Desllor;catalan;31225
7207      ;        ;;de Neuilly;de Neuilly;frankish;31379
7208      ;        ;;de Bures;de Bures;frankish;31384|31386|31387|31388|31389|31390|31391|31392|31393
7209      ;        ;;de Bazoches;de Bazoches;frankish;31385
7210      ;        ;;de Chappes;de Chappes;frankish;31397
7211      ;        ;;de Toucy;de Toucy;frankish;31417|34597|34598|34599|34601|34602|34603|34604
7212      ;        ;;de Candia;de Candia;italian;31403|31404|31405|31406|31408|31409|31410|31411
7213      ;        ;;Fimetta;Fimetta;italian;31407
7214      ;        ;;di Rocca;di Rocca;italian;31412
7215      ;        ;;Orsini;Orsini;italian;31448|31443|31444|31433|31434|31435|31439|31436|31437|31438|31440|31441|31442|31380|32540
7216      ;        ;;Gozzadini;Gozzadini;italian;31485
7217      ;        ;;de Pecoriari;de Pecoriari;italian;31491|31492
7218      ;        ;;Ghisi;Ghisi;italian;31496|31497
7219      ;        ;;de Trith;de Trith;frankish;31500
7220      ;        ;;Rapotonen;Rapotonen;german;212388|212390|212392|7003|31510|31511|31512|31513|31514|31515|31516|31536|31518|31519|31520|31521|31522|31524|31666|31525|31526|31529|31530|31532|31533|31534|31535|31538|33295|33296|33297|33298|33310|33474
7221      ;        ;;von Lambach;von Lambach;german;31523
7222      ;        ;;von Pluyvoise;von Pluyvoise;german;31550
7223      ;        ;;von Scharfenberg;von Scharfenberg;german;31553
7224      ;        ;;d'Apremont;d'Apremont;frankish;31554|161956|161957
7225      ;        ;;de Trainel;de Trainel;frankish;31558
7226      ;        ;;von Leistenberg;von Leistenberg;german;31559
7227      ;        ;;de Rhéninghe;de Rhéninghe;frankish;31660
7228      ;        ;;Richwiner;Richwiner;german;90114
7229      ;        ;;de Monteil;de Monteil;frankish;31665
7230      ;        ;;von Schwarzburg;von Schwarzburg;german;31769
7231      ;        ;;von Badewide;von Badewide;german;31784|31785|31786|31787|31788|31789
7232      ;        ;;von Wassel;von Wassel;german;31790
7233      ;        ;;von Dassel;von Dassel;german;33165|31791|31792
7235      ;        ;;Michele;Michele;italian;170084|32115|32118|32133
7236      ;        ;;Polani;Polani;italian;170058|170059|170060|170085|32116
7237      ;        ;;Zen;Zen;italian;32126
7238      ;        ;;Soranzo;Soranzo;italian;32132
7239      ;        ;;de Grimmingen;de Grimmingen;dutch;41231
7240      ;        ;;de Bourbourg;de Bourbourg;frankish;32151|32152|32166|32167
7241      ;        ;;d'Ardres;d'Ardres;frankish;32156
7242      ;        ;;de Fiennes;de Fiennes;frankish;32169
7244      ;        ;;de Saint-Pol;de Saint-Pol;frankish;161345|161346|161347|161348|161349|161350|161351|161352|161353|161354|161355|161357|161358|161359|161360
7245      ;        ;;de Baudement;de Baudement;frankish;91135
7246      ;        ;;Solomonid;Solomonid;ethiopian;32225|32226|32238|32239|32240|32241|32242|32243|32244|32245|32246|32247|32248|32249|32250|32251|32252|32253|32254|32263|32255|32258|32259|32260|32261|32262|167707|167708|145983|145984|145985|145986|145987|145988|145989|145990|145991|145992|145993|145994
7248      ;        ;;d'Orange;d'Orange;occitan;32534|32535|32536|32538|32539
7249      ;        ;;d'Omélas;d'Omélas;occitan;32537
7250      ;        ;;Tocco;Tocco;italian;32541|32542|32543
7251      ;        ;;di Licinardo;di Licinardo;italian;32554
7252      ;        ;;di Leone;di Leone;italian;32556
7253      ;        ;;di San Lucido;di San Lucido;italian;32566
7254      ;        ;;Torda;Torda;italian;32572
7255      ;        ;;Scripari;Scripari;italian;32573
7256      ;        ;;d'Erville;d'Erville;frankish;32574
7257      ;        ;;von Greyerz;von Greyerz;german;32719|32720|32721|32722|32723|32724|32725|32726|32727
7258      ;        ;;de Glâne;de Glane;frankish;212015
7259      ;        ;;von Grenchen;von Grenchen;german;212011
7260      ;        ;;d'Apchier;d'Apchier;frankish;32780
7262      ;        ;;de Messines;de Messines;frankish;
7263      ;        ;;de Chocques;de Chocques;norman;
7264      ;        ;;La Ferté;La Ferté;frankish;
7265      ;        ;;Grenier;Grenier;frankish;32298|32299|32300|32301|32302|32303|32304|32305|32306|32307|32308|32309|32310|32809
7266      ;        ;;de Brisebarre;de Brisebarre;frankish;32185|32186|32187|32188|32189|32190|32191|32192|32193|32195|32196|32197|32198
7267      ;        ;;Bunduqdarlar;Bunduqdarid;turkish;32933|32934|32949|32950
7268      ;        ;;Aybaklar;Aybakid;turkish;32930|32931
7269      ;        ;;Qutuzlar;Qutuzid;turkish;32932
7270      ;        ;;Kitbughalar;Kitbughai;turkish;32938
7271      ;        ;;Lajinlar;Lajinli;turkish;32939
7272      ;        ;;Jashnakirlar;Jashnakirid;turkish;32940
7273      ;        ;;Walashma;Walashma;bedouin_arabic;32892|32943|32944|32947|32945|32946|32948|32891
7274      ;        ;;al-Murábitún;Almoravid;maghreb_arabic;32957|32958|32962|32963|32964|32965|32966|32967|32968|32969|32970|32971|32972|3853|3855|224013|155036|155069|155073|155074|155075|155076|155077|155078|155079|155080|155081|155082|155083
7275      ;        ;;an-Nafzawiyyat;an-Nafzawiyyat;maghreb_arabic;3856
7276      ;        ;;Banú Hafs;Hafsid;maghreb_arabic;33012|33013|33014|33015|33016|33017|33018|33019|33020|33021|33022|33023|33024|33025|33026|33027|33028|33029|33030|33031|33032|33033|33034|33035|33036|33037|33038|33039|33040|33041|33042|33043|73619|73620
7277      ;        ;;Zayaniyún;Zayanid;maghreb_arabic;33044|33045|33046|33047|33048|33049|33050|33051|33052|155108|155109|155110|155111|155112
7278      ;        ;;Aglabiyún;Aglabid;andalusian_arabic;33053|33054
7279      ;        ;;Hakamiyún;Hakamid;andalusian_arabic;73232|73234|33056|33057
7280      ;        ;;van Aarschot;van Aarschot;dutch;33192|33193|33194|33195|33196|33197|33198|33199|33200|33201|33202|33203
7281      ;        ;;de Chiny;de Chiny;frankish;900020|900021|900022|900023|900024|33207|33208|33209|161912|161913|161914|161915|161916|161917|161918|161919
7282      ;        ;;Immedinger;Immedinger;german;1281|33243|33245|33246|33247|33248|33249|33250|33331|167838|167839
7283      ;        ;;von Abensberg;von Abensberg;german;212391
7284      ;        ;;von Grünberg;von Grünberg;german;212386
7285      ;        ;;von Lichtenberg;von Lichtenberg;german;462323
7286      ;        ;;von Hachberg;von Hachberg;german;462327
7287      ;        ;;de Montfaucon;de Montfaucon;frankish;144160|144161|144163|144164|462095|462329|161764|161765|161766|161767|161768|161770|161771|161772|161773|161774|161775
7288      ;        ;;von Wartenberg;von Wartenberg;german;462331
7289      ;        ;;von Wolfach;von Wolfach;german;462336
7290      ;        ;;von Henneberg;Babenberger;german;212491|212493|212947|212948|7910|7912|33328|33329|33330|33428|33429|33430|33431|33432|33433|33434|33435|33436|33437|33441|33442|33444|33445|33446|33447|33448|33449|33452|33453|33454|33729|33730|33731|33732|168221|168222|168223|168231|190394|190395|190396|190397|190398|190399|190405|190406|190407|190408|33327
7291      ;        ;;von Gudensberg;von Gudensberg;german;33378
7292      ;        ;;von Gerhausen;von Gerhausen;german;33611
7293      ;        ;;von Signau;von Signau;german;33640
7295      ;        ;;von Groitzsch;von Groitzsch;german;33786|33787|33788|33789|33790|33791
7296      ;        ;;Banú Hashim;Hashimid;bedouin_arabic;33910|33911|33922|33923|33924|33925|33926|33927|33928|33929|33930|33931|33932|34041|34042|34043|34044|34045|34046|34047|34048|34049|34050|34051|34052|34053|34054|34055|34056|34057|34058|34059|34060|34061|34062|34063|34064|34065|163004|163005|163006|163007|163008|163009|163010|163011|163012|163013|163014|163015|163016|159473|159474|159475|159476|159477|159478|159479|159480|159393|159394|159395|159396|163124|163125|163126|163127|163128|163129|163130|160015
7298      ;        ;;af Frondholm;af Frondholm;danish;34168|34169|34170|34171|34172|34173|34174|34175|34176|34177
7299      ;        ;;de Bailleul;de Bailleul;frankish;34220
7300      ;        ;;Karesili;Karesili;turkish;34226|34227|34228|34229|34230|34231|34232
7301      ;        ;;Tzachas;Tzachas;turkish;34262|34263|34264
7302      ;        ;;Stryphnos;Stryphnos;greek;34297
7303      ;        ;;of Alife;of Alife;norman;232529
7304      ;        ;;Euphorbenos;Euforbenos;greek;34343|34344|34345|34346|34347|1000232182|1000232183|1000232189
7305      ;        ;;of Thornham;of Thornham;english;34349
7306      ;        ;;de Camville;de Camville;english;34351|34354
7307      ;        ;;Chinard;Chinard;italian;34461
7308      ;        ;;Banú Usfur;Usfurid;bedouin_arabic;34478|34479|34480|34481|34482|34483|34484
7309      ;        ;;Jarwaniyún;Jarwanid;bedouin_arabic;34567|34568|34569
7310      ;        ;;de Larsa;de Larsa;italian;34582
7311      ;        ;;Litovoi;Litovoi;romanian;34800|34801
7312      ;        ;;ad-Daula;ad-Daula;egyptian_arabic;34700
7313      ;        ;;Dell'Orto;Dell'Orto;italian;34879
7314      ;        ;;Gabras;Gabras;greek;34880|34881
7315      ;        ;;Uriankhai;Uriankhai;mongol;34850|34851|172000|172001|172002
7316      ;        ;;Bujakhin;Bujakhin;mongol;
7317      ;        ;;Besud;Besud;mongol;34852
7319      ;        ;;as-Sa'di;as-Sa'di;egyptian_arabic;34982
7320      ;        ;;al-Jukondar;Jukondarid;egyptian_arabic;34983
7321      ;        ;;al-Dewadar;Dewadarid;egyptian_arabic;34986
7322      ;        ;;al-Kanz;Kanzid;egyptian_arabic;34987|34988|34989
7323      ;        ;;al-Askar;Askarid;cuman;34990
7324      ;        ;;Adirlu;Adirlu;cuman;34991
7325      ;        ;;de Plancy;de Plancy;frankish;93009
7326      ;        ;;Hashimiyán;Hashimid;persian;1000230550|1000230551|93010|93011|93012|93013|93014|93015|93016|93017|93018|93019|93020|93021|93022|93023|93024|93025|93026|93027|93028|93029
7327      ;        ;;Oghuz;Oghuz;turkish;93089|93090|93091|93092|93093|194393|194410|194411
7328      ;        ;;Qochar;Qocharid;turkish;93087|93088
7329      ;        ;;Burhaniyán;Burhanid;persian;93106|93107|93108|93109|93110|93111|93112|93113|93114|93115|93116|194396
7330      ;        ;;Kartiyán;Kartid;persian;93150|93151|93152|93153|93154|93155|93156|93157|93158|93159
7331      ;        ;;Bavandiyán;Bavandid;persian;20704|41606|45105|93162|93163|93164|93165|93166|93167|93168|93169|93170|93171|93172|93173|93174|93175|93176|160284|160285|160288|160289|160290|160291|160292|160293|160294|160295|160286|220996|220995|220994|220992|220993|220991
7332      ;        ;;Ál-e-Baduspan;Baduspanid;persian;93177|93178|93179|93180|93181|93182|93183|93184|93185|93186|93187|93188|93189|93190|93191|93192|93193
7333      ;        ;;Al-e-Hazarasp;Hazaraspid;kurdish;93199|93200|93201|93202|93203|93204|93205|93206|93207|93208
7334      ;        ;;Khurshidi;Khurshidi;turkish;93209|93210|93211|93212|93213|93214|93215|93216|93217|93218|93219|93220|93221|93222|93223|93224|93225|93226|93227|93228
7335      ;        ;;Salaghuriyún;Salaghurid;turkish;93241|93242|93243|93244|93245|93246|93247|93248|93249|93250|93251|93252
7336      ;        ;;Ghuzz;Ghuzz;turkish;1000230148|1000230149|1000230150|1000230151|1000230152|1000230153|1000230154|1000230155|1000230156|93256|93257
