#CODE                                          ;SED     ;SWMH;OTHER;VANILLA
chinese_book_law_name                          ;[offmap_china.GetShortName] Treatise on Law;;;[offmap_china.GetShortName] Treatise on Law
chinese_book_history_name                      ;History of [offmap_china.GetShortName];;;History of [offmap_china.GetShortName]
chinese_book_economy_name                      ;[offmap_china.Governor.GetFirstName]’s Chronicle of Economic Principle;;;[offmap_china.Governor.GetFirstName]'s Chronicle of Economic Principle
chinese_tapestry_name                          ;Tapestry of [tapestry_target.GetName];;;Tapestry of [tapestry_target.GetName]
chinese_tapestry_grand_name                    ;[offmap_china.GetShortName] Tapestry;;;[offmap_china.GetShortName] Tapestry
d_han_mid_adj                                  ;Qilin Company;;;Qilin Company
d_han_mid_low_adj                              ;Tortoise Company;;;Tortoise Company
d_han_low_adj                                  ;Crane Band;;;Crane Band
d_tangut_low_adj                               ;Tangut Band;;;Tangut Band
d_bodpa_low_adj                                ;Bödpa Band;;;Bödpa Band
title_administrator_desc                       ;A scholar-bureaucrat is an educated member of the Chinese gentry, who has earned academic degrees by passing the imperial examinations. They will aid you with the administration of your realm by organizing the local building projects.;;;A scholar-bureaucrat is an educated member of the Chinese gentry, who has earned academic degrees by passing the imperial examinations. They will aid you with the administration of your realm by organizing the local building projects.
title_china_emperor_female                     ;Empress ;;;Empress
c_tihama_adj                                   ;Tihamah ;;;Tihaman
c_badghis_adj                                  ;Badghis ;;;Badghisian
c_guzgan_adj                                   ;Guzgan  ;;;Guzgian
c_amol_adj                                     ;Ámul    ;;;Amolian
c_sarakhs_adj                                  ;Sarakhs ;;;Sarakhian
c_khojand_adj                                  ;Khujand ;;;Khojandian
c_khaylam_adj                                  ;Khailam ;;;Khaylamian
c_nakhshab_adj                                 ;Nakhshab;;;Nakhshabian
chinese_artwork_name                           ;[offmap_china.GetShortName] Artwork;;;[offmap_china.GetShortName] Artwork
chinese_calligraphy_name                       ;[offmap_china.GetShortName] Calligraphy;;;[offmap_china.GetShortName] Calligraphy
chinese_sculpture_name                         ;[offmap_china.GetShortName] Sculpture;;;[offmap_china.GetShortName] Sculpture
d_han_tiny_1                                   ;Peony Band;;;Peony Band
d_han_tiny_1_adj                               ;Peony Band;;;Peony Band
d_han_tiny_2                                   ;Orchid Band;;;Orchid Band
d_han_tiny_2_adj                               ;Orchid Band;;;Orchid Band
d_persian_caravan_guards                       ;Persian Caravan Guards;;;Persian Caravan Guards
d_persian_caravan_guards_adj                   ;Persian Caravan Guards;;;Persian Caravan Guards
d_silk_road_sentinels                          ;Silk Road Sentinels;;;Silk Road Sentinels
d_silk_road_sentinels_adj                      ;Silk Road Sentinels;;;Silk Road Sentinels
d_turkic_guard                                 ;Turkic Guard;;;Turkic Guard
d_turkic_guard_adj                             ;Turkic Guard;;;Turkic Guard
c_gegyai_adj                                   ;Gê’gyai ;;;Gegyai
d_sardinian_band                               ;Sardinian Band;;;Sardinian Band
d_sardinian_band_adj                           ;Sardinian;;;Sardinian
d_sardinian_company                            ;Sardinian Company;;;Sardinian Company
d_sardinian_company_adj                        ;Sardinian;;;Sardinian
sumpa                                          ;Sumpa   ;;;Sumpa
zhangzhung                                     ;Zhangzhung;;;Zhangzhung
job_chancellor_female_bodpa                    ;Great Minister;;;Lönchen
job_treasurer_female_bodpa                     ;Gnyer   ;;;Gnyer
job_chancellor_female_tangut                   ;Great Minister;;;Lönchen
job_treasurer_female_tangut                    ;Gnyer   ;;;Gnyer
baron_nepali                                   ;Damapati;;;Damapati
baron_female_nepali                            ;Damapatni;;;Damapatni
duke_bodpa                                     ;Thupo   ;;;Thupo
duke_female_bodpa                              ;Thumo   ;;;Thumo
job_spiritual_female_tangut                    ;Banchenmo;;;Banchenmo
job_spiritual_female_bodpa                     ;Banchenmo;;;Banchenmo
job_spiritual_female_indian_group              ;Upadhyayani;;;Upadhyayani
emperor_female_bodpa                           ;Tsenmo  ;;;Tsenmo
temple_baron_female_buddhist                   ;Bhikshuni;;;Bhikshuni
temple_count_female_buddhist                   ;Bhikshuni;;;Bhikshuni
temple_duke_female_buddhist                    ;Bhikshuni;;;Bhikshuni
temple_king_female_buddhist                    ;Bhikshuni;;;Bhikshuni
count_female_nepali                            ;Pramukha;;;Pramukha
radhanite_quarter_1                            ;Small Radhanite Compound;;;Small Radhanite Compound
radhanite_quarter_2                            ;Radhanite Compound;;;Radhanite Compound
radhanite_quarter_3                            ;Large Radhanite Compound;;;Large Radhanite Compound
bear                                           ;Bear    ;;;Bear
bear_group                                     ;Bear    ;;;Bear
how_to_carry_a_bow                             ;How To Carry a Bow;;;How To Carry a Bow
my_fechtbuch_rename                            ;[Root.GetFirstName]’s Fechtbuch;;;[Root.GetFirstName]'s Fechtbuch
on_government_type_warfare_rename              ;On [Root.Government.GetName] Warfare;;;On [Root.Government.GetName] Warfare
lessons_taught_to_me_by_rival_2_rename_1       ;Lessons Taught Me By [dedication_target.GetTitledFirstName];;;Lessons Taught Me By [dedication_target.GetTitledFirstName]
lessons_taught_to_me_by_rival_2_rename_2       ;The Many Sins of [dedication_target.GetTitledFirstName];;;The Many Sins of [dedication_target.GetTitledFirstName]
the_white_animal_rename                        ;The White [Root.GetRegionalBigAnimalCap];;;The White [Root.GetRegionalBigAnimalCap]
in_honor_of_roots_beloved_1_rename             ;My Beloved [dedication_target.GetFirstName];;;My Beloved [dedication_target.GetFirstName]
in_honor_of_roots_beloved_2_rename             ;To the Beautiful [dedication_target.GetFirstName];;;To the Beautiful [dedication_target.GetFirstName]
in_honor_of_roots_beloved_3_rename             ;A [Root.Culture.GetName] Tale, or ‘[Root.GetFirstName] and [dedication_target.GetFirstName]’;;;A [Root.Culture.GetName] Tale, or '[Root.GetFirstName] and [dedication_target.GetFirstName]'
the_art_of_love_rename_1                       ;Ars Amatoria;;;Ars Amatoria
the_art_of_love_rename_2                       ;The Art of Love in [Root.Capital.Capital.GetName];;;The Art of Love in [Root.Capital.Capital.GetName]
the_hunchback_of_capital_rename                ;The Hunchback of [Root.Capital.Capital.GetName];;;The Hunchback of [Root.Capital.Capital.GetName]
religious_head_culture_courtesy_rename         ;[Root.RelHead.Culture.GetName] Courtesy;;;[Root.RelHead.Culture.GetName] Courtesy
keeping_government_court_rename                ;Keeping [Root.Government.GetName] Court;;;Keeping [Root.Government.GetName] Court
gardens_of_planet_rename                       ;Gardens of [Root.GetRandomPlanetName];;;Gardens of [Root.GetRandomPlanetName]
equine_maxims_rename                           ;Equine Maxims, in honor of [dedication_target.GetFirstName];;;Equine Maxims, in honor of [dedication_target.GetFirstName]
king_tangut                                    ;Ne      ;;;Ne
king_female_tangut                             ;Ne      ;;;Ne
emperor_female_tangut                          ;Thu Ghu ;;;Thu Ghu
emperor_tangut                                 ;Thu Ghu ;;;Thu Ghu
the_republic_rename                            ;The [Root.Government.GetName] Realm;;;The [Root.Government.GetName] Realm
