#CODE                                 ;SED     ;SWMH;OTHER;VANILLA
#CODE,ENGLISH,FRENCH,GERMAN,,SPANISH,,,,,,,,,x;;;;
c_aachen_adj                          ;        ;Aachen;;
c_hereford_adj_cornish                ;Ergyng  ;Ergyngian;;
c_hereford_adj_cumbric                ;Ergyng  ;Ergyngian;;
c_hereford_adj_irish                  ;Ergyng  ;Ergyngian;;
c_hereford_adj_scottish               ;Ergyng  ;Ergyngian;;
c_hereford_adj_welsh                  ;Ergyng  ;Ergyngian;;
c_hereti_adj                          ;Heretian;Heretian;;
c_herjedalen_adj                      ;Härjedalen;Herjárdœlir;;Herjedalian
c_hertford_adj                        ;Hertford;Herdfordish;;
c_hessen_adj                          ;Hesse   ;Hessen;;
c_hijaz_adj                           ;Al-‘Ula ;Al-Ula;;Al 'Ulan
c_hirschberg_adj                      ;        ;Hirschberg;;
c_hisn_kayf_adj_andalusian_arabic     ;        ;Mayyafariqinan;;
c_hisn_kayf_adj_armenian              ;Hasankeyf;Harsenkevian;;
c_hisn_kayf_adj_bedouin_arabic        ;        ;Mayyafariqinan;;
c_hisn_kayf_adj_egyptian_arabic       ;        ;Mayyafariqinan;;
c_hisn_kayf_adj_greek                 ;Hasankeyf;Kiphan;;
c_hisn_kayf_adj_kurdish               ;        ;Heskîfan;;
c_hisn_kayf_adj_levantine_arabic      ;        ;Mayyafariqinan;;
c_hisn_kayf_adj_maghreb_arabic        ;        ;Mayyafariqinan;;
c_hisn_kayf_adj_oghuz                 ;        ;Hasankeyfan;;
c_hisn_kayf_adj_sicilian_arabic       ;        ;Mayyafariqinan;;
c_hisn_kayf_adj_turkish               ;        ;Hasankeyfan;;
c_hisn_kayf_adj_turkmen               ;        ;Hasankeyfan;;
c_hlynov_adj                          ;Vyatkan ;Vicean;;Hlynovan
c_hlynov_adj_avar                     ;        ;Nukhratan;;
c_hlynov_adj_bashkir                  ;        ;Noqratan;;
c_hlynov_adj_bohemian                 ;        ;Vyatkan;;
c_hlynov_adj_bolghar                  ;        ;Nukhratan;;
c_hlynov_adj_bosnian                  ;        ;Vyatkan;;
c_hlynov_adj_bulgarian                ;        ;Vyatkan;;
c_hlynov_adj_carantanian              ;        ;Vyatkan;;
c_hlynov_adj_croatian                 ;        ;Vyatkan;;
c_hlynov_adj_cuman                    ;        ;Noqratan;;
c_hlynov_adj_karluk                   ;        ;Noqratan;;
c_hlynov_adj_khazar                   ;        ;Nukhratan;;
c_hlynov_adj_khitan                   ;        ;Noqratan;;
c_hlynov_adj_kirghiz                  ;        ;Noqratan;;
c_hlynov_adj_mongol                   ;        ;Noqratan;;
c_hlynov_adj_slovieni                 ;        ;Vyatkan;;
c_hlynov_adj_oghuz                    ;        ;Noqratan;;
c_hlynov_adj_pecheneg                 ;        ;Noqratan;;
c_hlynov_adj_polish                   ;        ;Vyatkan;;
c_hlynov_adj_pommeranian              ;        ;Vyatkan;;
c_hlynov_adj_russian                  ;        ;Vyatkan;;
c_hlynov_adj_serbian                  ;        ;Vyatkan;;
c_hlynov_adj_turkish                  ;        ;Noqratan;;
c_hlynov_adj_turkmen                  ;        ;Noqratan;;
c_hlynov_adj_uyghur                   ;        ;Noqratan;;
c_hoggar_adj                          ;        ;Hoggarí;;
c_hohenlohe_adj                       ;        ;Hohenlohe;;
c_holland_adj                         ;Holland ;Holland;;Hollander
c_holstein_adj                        ;Rendsburg;Rendsburg;;Holsteinian
c_homs_adj_frankish                   ;        ;La Chamellan;;
c_homs_adj_greek                      ;        ;Emesan;;
c_homs_adj_norman                     ;        ;La Chamellan;;
c_hont_adj                            ;        ;Hontian;;
c_hotmysl_adj                         ;        ;Hotmysl;;
c_hoya_adj                            ;        ;Hoya;;
c_hradec_adj                          ;Hradec Králové;Hradec;;Hradecian
c_huesca_adj                          ;Huescan ;Oscense;;
c_hum_adj                             ;Drina   ;Podrinjan;;Rasi
c_hum_adj_crimean_gothic              ;        ;Dreinosan;;
c_hum_adj_greek                       ;        ;Dreinosan;;
c_hum_adj_roman                       ;        ;Drinusan;;
c_huntingdon_adj                      ;        ;Huntingdonish;;
c_hunza_adj                           ;        ;Hunzan;;
c_hvar_adj                            ;        ;Hvarian;;
c_hy_many_adj                         ;Hy Many ;Hy Many;;Mainer
c_ialomita_adj                        ;        ;Ialomitan;;
c_iasi_adj                            ;Iasian  ;Iasian;;Iasian
c_ibelin_adj                          ;        ;Orlando Bloom!!;;
c_ibelin_adj_greek                    ;        ;Iamnian;;
c_idjil_adj                           ;Idjil   ;Idjílí;;Bir Um Greinian
c_ifat_adj                            ;        ;Ifati;;
c_ifni_adj                            ;Nul     ;Núlí;;Ifnian
c_ikhmin_adj                          ;        ;Akhmímí;;
c_ikhmin_adj_greek                    ;        ;Panopolitan;;
c_ikonion_adj_oghuz                   ;Konya   ;Kóniyan;;
c_ikonion_adj_turkish                 ;Konya   ;Kóniyan;;
c_ikonion_adj_turkmen                 ;Konya   ;Kóniyan;;
c_ile_adj                             ;        ;Ileach;;
c_inbhirnarann_adj                    ;        ;Inbhir Naranneach;;
c_inbhirnis_adj                       ;        ;Inbhir Niseach;;
c_infa_adj                            ;Anfa    ;Infí;;Infan
c_innse_gall_adj                      ;Skye    ;Sgitheanach;;Hebridean
c_inowroclaw_adj                      ;        ;Inowroclaw;;
c_intarta_adj                         ;        ;Intartan;;
c_iskorosten_adj                      ;        ;Ovruch;;
c_isle_of_man_adj                     ;Manx    ;Manneach;;Manx
c_istria_adj                          ;Istrian ;Istria;;Istrian
c_itfih_adj                           ;        ;Itfíhí;;
c_itfih_adj_greek                     ;        ;Aphroditoupolitan;;
c_itil_adj                            ;Atil    ;Itilan;;Itilian
c_itil_adj_afghan                     ;Volga   ;Atilian;;
c_itil_adj_alan                       ;Volga   ;Atelian;;
c_itil_adj_andalusian_arabic          ;Volga   ;Atilian;;
c_itil_adj_aragonese                  ;Volga   ;Atelian;;
c_itil_adj_arberian                   ;Volga   ;Atelian;;
c_itil_adj_armenian                   ;Volga   ;Atelian;;
c_itil_adj_arpitan                    ;Volga   ;Atelian;;
c_itil_adj_baloch                     ;Volga   ;Atilian;;
c_itil_adj_bashkir                    ;Volga   ;Idhelian;;
c_itil_adj_basque                     ;Volga   ;Atelian;;
c_itil_adj_bavarian                   ;Volga   ;Atelian;;
c_itil_adj_bedouin_arabic             ;Volga   ;Atilian;;
c_itil_adj_bohemian                   ;Volga   ;Volhan;;
c_itil_adj_bosnian                    ;Volga   ;Vl'gan;;
c_itil_adj_bulgarian                  ;Volga   ;Vl'gan;;
c_itil_adj_carantanian                ;Volga   ;Vl'gan;;
c_itil_adj_castillan                  ;Volga   ;Atelian;;
c_itil_adj_central_italian            ;Volga   ;Atelian;;
c_itil_adj_corsican                   ;Volga   ;Atelian;;
c_itil_adj_crimean_gothic             ;Volga   ;Atelian;;
c_itil_adj_croatian                   ;Volga   ;Vl'gan;;
c_itil_adj_cuman                      ;Volga   ;Edilian;;
c_itil_adj_dalmatian                  ;Volga   ;Atelian;;
c_itil_adj_danish                     ;Volga   ;Atelian;;
c_itil_adj_daylamite                  ;Volga   ;Atilian;;
c_itil_adj_dutch                      ;Volga   ;Atelian;;
c_itil_adj_egyptian_arabic            ;Volga   ;Atilian;;
c_itil_adj_english                    ;Volga   ;Atelian;;
c_itil_adj_franconian                 ;Volga   ;Atelian;;
c_itil_adj_frankish                   ;Volga   ;Atelian;;
c_itil_adj_georgian                   ;Volga   ;Atelian;;
c_itil_adj_german                     ;Volga   ;Atelian;;
c_itil_adj_gothic                     ;Volga   ;Atelian;;
c_itil_adj_greek                      ;Volga   ;Atelian;;
c_itil_adj_hungarian                  ;Volga   ;Etilian;;
c_itil_adj_italian                    ;Volga   ;Atelian;;
c_itil_adj_khalaj                     ;Volga   ;Atilian;;
c_itil_adj_khitan                     ;Volga   ;Sari-Suian;;
c_itil_adj_khwarezmi                  ;Volga   ;Atilian;;
c_itil_adj_kirghiz                    ;Volga   ;Edilian;;
c_itil_adj_kurdish                    ;Volga   ;Atilian;;
c_itil_adj_leonese                    ;Volga   ;Atelian;;
c_itil_adj_levantine_arabic           ;Volga   ;Atilian;;
c_itil_adj_ligurian                   ;Volga   ;Atelian;;
c_itil_adj_lithuanian                 ;Volga   ;Atelian;;
c_itil_adj_low_frankish               ;Volga   ;Atelian;;
c_itil_adj_low_german                 ;Volga   ;Atelian;;
c_itil_adj_low_saxon                  ;Volga   ;Atelian;;
c_itil_adj_maghreb_arabic             ;Volga   ;Atilian;;
c_itil_adj_masmuda                    ;Volga   ;Atilian;;
c_itil_adj_mongol                     ;Volga   ;Ejilian;;
c_itil_adj_slovieni                   ;Volga   ;Volhan;;
c_itil_adj_neapolitan                 ;Volga   ;Atelian;;
c_itil_adj_norman                     ;Volga   ;Atelian;;
c_itil_adj_norwegian                  ;Volga   ;Atelian;;
c_itil_adj_occitan                    ;Volga   ;Atelian;;
c_itil_adj_oghuz                      ;Volga   ;Idilian;;
c_itil_adj_pahlavi                    ;Volga   ;Atilian;;
c_itil_adj_pecheneg                   ;Volga   ;Idilian;;
c_itil_adj_persian                    ;Volga   ;Atilian;;
c_itil_adj_polish                     ;Volga   ;Vl'gan;;
c_itil_adj_pommeranian                ;Volga   ;Vl'gan;;
c_itil_adj_qufs                       ;Volga   ;Atilian;;
c_itil_adj_romanian                   ;Volga   ;Atelian;;
c_itil_adj_russian                    ;Volga   ;Vl'gan;;
c_itil_adj_sanhaja                    ;Volga   ;Atilian;;
c_itil_adj_sardinian                  ;Volga   ;Atelian;;
c_itil_adj_serbian                    ;Volga   ;Vl'gan;;
c_itil_adj_sicilian                   ;Volga   ;Atelian;;
c_itil_adj_sicilian_arabic            ;Volga   ;Atilian;;
c_itil_adj_sogdian                    ;Volga   ;Atilian;;
c_itil_adj_southern_italian           ;Volga   ;Atelian;;
c_itil_adj_swabian                    ;Volga   ;Atelian;;
c_itil_adj_swedish                    ;Volga   ;Atelian;;
c_itil_adj_szekely                    ;Volga   ;Etilian;;
c_itil_adj_tagelmust                  ;Volga   ;Atilian;;
c_itil_adj_tajik                      ;Volga   ;Atilian;;
c_itil_adj_thuringian                 ;Volga   ;Atelian;;
c_itil_adj_tuareg                     ;Volga   ;Atilian;;
c_itil_adj_turkish                    ;Volga   ;Idilian;;
c_itil_adj_turkmen                    ;Volga   ;Idilian;;
c_itil_adj_tuscan                     ;Volga   ;Atelian;;
c_itil_adj_uyghur                     ;Volga   ;Ejilian;;
c_itil_adj_venetian                   ;Volga   ;Atelian;;
c_itil_adj_zanata                     ;Volga   ;Atilian;;
c_jacwiez_adj                         ;Vawkavysk;Navhrudka;;Grodnian
c_jaen_adj                            ;Jaén    ;Jienense;;Jaeni
c_jafara_adj                          ;Jafara  ;Jafaran;;
c_jafara_adj_greek                    ;Sabratha;Abrotonan;;
c_jafara_adj_roman                    ;Sabratha;Abrotonan;;
c_jaffa_adj_greek                     ;        ;Ioppan;;
c_jamtland_adj                        ;Jamtish ;Jamtalandr;;Jamtlandic
c_jarva_adj                           ;Järva   ;Järvia;;Järvian
c_jask_adj                            ;        ;Jaski;;
c_javakheti_adj                       ;Javakhetian;Javakhetian;;
c_javakheti_adj_oghuz                 ;Akhalkalaki;Ahilhelekan;;
c_javakheti_adj_turkish               ;Akhalkalaki;Ahilhelekan;;
c_javakheti_adj_turkmen               ;Akhalkalaki;Ahilhelekan;;
c_jeriska_adj                         ;        ;Jeriskaian;;
c_jersey_adj                          ;        ;Îles d'la Manche;;
c_jerusalem_adj_andalusian_arabic     ;        ;Qudsian;;
c_jerusalem_adj_bedouin_arabic        ;        ;Qudsian;;
c_jerusalem_adj_egyptian_arabic       ;        ;Qudsian;;
c_jerusalem_adj_greek                 ;        ;Hierosolyman;;
c_jerusalem_adj_levantine_arabic      ;        ;Qudsian;;
c_jerusalem_adj_maghreb_arabic        ;        ;Qudsian;;
c_jerusalem_adj_masmuda               ;        ;Qudsian;;
c_jerusalem_adj_oghuz                 ;        ;Küdüsi;;
c_jerusalem_adj_sanhaja               ;        ;Qudsian;;
c_jerusalem_adj_sicilian_arabic       ;        ;Qudsian;;
c_jerusalem_adj_tagelmust             ;        ;Qudsian;;
c_jerusalem_adj_tuareg                ;        ;Qudsian;;
c_jerusalem_adj_turkish               ;        ;Küdüsi;;
c_jerusalem_adj_turkmen               ;        ;Küdüsi;;
c_jerusalem_adj_zanata                ;        ;Qudsian;;
c_jiqeti_adj                          ;        ;Jiqetian;;
c_julich_adj                          ;Jülich  ;Jülich;;Jülichian
c_jylland_adj                         ;Åbosyssel;Abosysælr;;Skagenboer
c_kadom_adj                           ;        ;Kadom;;
c_kafrtab_adj                         ;Kafartab;Kafr-Taban;;
c_kafrtab_adj_frankish                ;Maarat al-Numaan;La Marran;;
c_kafrtab_adj_greek                   ;Maarat al-Numaan;Arran;;
c_kafrtab_adj_norman                  ;Maarat al-Numaan;La Marran;;
c_kagha_adj                           ;Kaga    ;Kaghi;;Kaghan
c_kairwan_adj                         ;Kairouan;Qayrawání;;Kairouanian
c_kairwan_adj_greek                   ;Thysdrus;Thysdrian;;
c_kairwan_adj_roman                   ;Thysdrus;Thysdrian;;
c_kaisereia_adj_armenian              ;        ;Gesarian;;
c_kaisereia_adj_frankish              ;        ;Césaréan;;
c_kaisereia_adj_norman                ;        ;Césaréan;;
c_kaisereia_adj_oghuz                 ;Kayseri ;Kayseriyyan;;
c_kaisereia_adj_turkish               ;Kayseri ;Kayseriyyan;;
c_kaisereia_adj_turkmen               ;Kayseri ;Kayseriyyan;;
c_kaisun_adj                          ;        ;Kaisunan;;
c_kaisun_adj_andalusian_arabic        ;        ;Kaisuman;;
c_kaisun_adj_bedouin_arabic           ;        ;Kaisuman;;
c_kaisun_adj_egyptian_arabic          ;        ;Kaisuman;;
c_kaisun_adj_greek                    ;        ;Kaisonan;;
c_kaisun_adj_levantine_arabic         ;        ;Kaisuman;;
c_kaisun_adj_maghreb_arabic           ;        ;Kaisuman;;
c_kaisun_adj_sicilian_arabic          ;        ;Kaisuman;;
c_kala_adj                            ;        ;Kalí;;
c_kaliopolis_adj_oghuz                ;Gelibolu;Gelibolan;;
c_kaliopolis_adj_turkish              ;Gelibolu;Gelibolan;;
c_kaliopolis_adj_turkmen              ;Gelibolu;Gelibolan;;
c_kaliskie_adj                        ;Kalisz  ;Kalisz;;Kaliskian
c_kaneia_adj                          ;Chania  ;Chaneian;;Kaneian
c_kaneia_adj_andalusian_arabic        ;        ;Hanimian;;
c_kaneia_adj_bedouin_arabic           ;        ;Hanimian;;
c_kaneia_adj_central_italian          ;        ;Canean;;
c_kaneia_adj_corsican                 ;        ;Canean;;
c_kaneia_adj_dalmatian                ;        ;Canean;;
c_kaneia_adj_egyptian_arabic          ;        ;Hanimian;;
c_kaneia_adj_italian                  ;        ;Canean;;
c_kaneia_adj_levantine_arabic         ;        ;Hanimian;;
c_kaneia_adj_ligurian                 ;        ;Canean;;
c_kaneia_adj_maghreb_arabic           ;        ;Hanimian;;
c_kaneia_adj_neapolitan               ;        ;Canean;;
c_kaneia_adj_oghuz                    ;        ;Hanyan;;
c_kaneia_adj_sardinian                ;        ;Canean;;
c_kaneia_adj_sicilian                 ;        ;Canean;;
c_kaneia_adj_southern_italian         ;        ;Canean;;
c_kaneia_adj_turkish                  ;        ;Hanyan;;
c_kaneia_adj_turkmen                  ;        ;Hanyan;;
c_kaneia_adj_tuscan                   ;        ;Canean;;
c_kaneia_adj_venetian                 ;        ;Canean;;
c_kanem_adj                           ;        ;Kanem;;
c_kano_adj                            ;Kano    ;Kano;;Kanian
